Presenter Name,Institution
John E. Mitchell,"University College London, United Kingdom;UCL Centre for Engineering Education, United Kingdom;UCL, UKPBL in disciplinary contextsSIG Workshop 1-10 Curriculum development and emerging curriculum models in engineeringPresenterWS session 2-2-08 Teaching Engineering Ethics in the Disciplines: Strategies to integrate ethics into the classroomPresenterWS session 2-3-03 Engineering education research: Writing for publicationPresenterWS Session 4-06 Engineering education research: Reviewing jounral manuscripts fairly, constructively and effectivelyPresenterWS session 3-3-05 Leading the Development of EER Books and Special Issues"
Hamed Moghaddasi,"University of Strathclyde, United KingdomOnline and Onsite LearningPresenter"
Caroline Mok,"The Hague University of Applied Sciences, The NetherlandsPoster session (incl. refreshment break)Presenter"
Mary Moloney,"Munster Technological University, IrelandLearning in Virtual and Augmented RealitiesPresenter"
Sylvia Mooij,"Delft University of Technology, The NetherlandsWS session 3-3-10 Students Taking Responsibility for Their LearningPresenter"
Johannes Hendrik Moolman,"Munster Technological University, IrelandLearning in Virtual and Augmented Realities"
Sarah Gail Moreno,"RWTH Aachen University, GermanyPerspectives on AI"
Margaret Morgan,"Ulster University, Belfast, Northern IrelandSIG Workshop 1-04 Engineering Outreach: Examples, Evaluation and EvidencingPresenterSustainability and Curriculum Innovations"
Merit Morikawa,"Aalto University, FinlandSocial and Human Sciences in Engineering Education"
Lina Morkūnaitė,"Kaunas University of Technology, LithuaniaCritical approaches in Project based learning"
Michael Mortenson,"University of Warwick, United KingdomAttracting Students to STEM Education"
Patrik Mottl,"Czech Technical University in Prague, Czech RepublicAttractiveness Systems for Engineering PathwaysPresenterAttractiveness Systems for Engineering PathwaysPresenter"
Firas Mourad,"Icam site de Toulouse, FranceGenerative AI and LLMsPresenter"
Joy Mukherjee,"University of Sheffield, United KingdomTeaching Engineering Skills"
David Mulligan,"Atlantic Technological University Sligo, IrelandTransversal Skills Learning"
Patricia Munoz-Escalona,Glasgow Caledonian UniversityInner and Outer Sustainable DevelomentPresenterTransversal Skills
Jackeline Murillo,"Universidad Vasco de Quiroga, MexicoMathematics and Real world data"
Homero Murzi,Virginia TechInner and Outer Sustainable DevelomentPresenterTheorising to Practicing in DEIPresenter
Balázs Vince Nagy,"Budapest University of Technology and Economics, HungaryCognition and Metacognition"
Mark Andrew Natanael,"Elsevier, United States of AmericaWS session 3-2-04 Chasing Career Readiness: Raising Engineers for Critical and Ethical Information Gathering and Analysis to Solve Complex ProblemsPresenter"
Johanna Kristiina Naukkarinen,"LUT University, Lappeenranta, Finland;LUT, FinlandPoster session (incl. refreshment break)Reflection, Metacognition and Life Long LearningReflection, Metacognition and Life Long LearningTeaching for Inclusivity in Engineering programmesWS session 3-2-12 Lifelong learning as an engineering educator: A hands-on co-creation exercise to enhance engineering students’ lifelong learning competenciesDiversity and pathwaysSupporting DiversityPresenter"
Peter R Neal,"UNSW Sydney;School of Chemical Engineering, University of New South Wales, Sydney, AustraliaSIG Workshop 1-06 Staff Capacity Building for Educating Socially Responsible Engineers: Considerations Related to Culture and EmotionPresenterWS session 3-3-07 Evaluating and transforming you and your colleagues’ assessments in an age of generative AIPresenter"
Matthias Neef,"Hochschule Düsseldorf, University of Applied Sciences, GermanyMetacognition and Reflection in  Engineering EducationPresenter"
Alan Nesbitt,"Glasgow Caledonian University, United KingdomSocially Responsible Design"
Lynne Newcombe,"The University of Sheffield, United KingdomTools to support learning in Interdisciplinary Challenges"
Christina Nick,"Inter-Disciplinary Ethics Applied Centre, School of Philosophy, Religion, and History of Science, University of Leeds, Leeds, United KingdomEthics Learning ActivitiesWS session 2-2-08 Teaching Engineering Ethics in the Disciplines: Strategies to integrate ethics into the classroom"
Alexandra Niculescu,"EPFL, Switzerland;Ecole polytechnique fédérale de Lausanne, SwitzerlandDiversity in Engineering Education ExperiencesPresenterTeaching for Inclusivity in Engineering programmes"
Hanna Niemelä,"LUT University, FinlandSupporting Diversity"
Pia Niemelä,"Tampere University, FinlandTeaching Engineering SkillsPresenter"
Sasha Nikolic,"University of Wollongong, Australia;Faculty of Engineering and Information Sciences, University of Wollongong, Wollongong, AustraliaGenerative AI and LLMsWS session 3-3-07 Evaluating and transforming you and your colleagues’ assessments in an age of generative AI"
Kostas Nizamis,"University of Twente, Enschede , The Netherlands;University of Twente, Netherlands, TheBuilding CapacityPBL in PracticePresenterSIG Workshop 1-07 Needs of students and educators for effective organization of continuing engineering educationPresenter"
Nikola Nizamis,"University of Twente, Netherlands, ThePoster session (incl. refreshment break)"
Michael Noctor,"Munster Technological University, IrelandEducating the Whole EngineerPresenter"
Michael Noerager,"Aarhus University, DenmarkPBL in disciplinary contexts"
Mary Bridget Nolan,"ATU Sligo, Ireland;Atlantic Technological University Sligo, IrelandSocially Responsible DesignTransversal Skills Learning"
Charlotte Norrman,"Linköping University, SwedenDeveloping Engineering EducatorsPresenter"
Michele Notari,"Pädagogische Hochschule (PHBern), SwitzerlandWS session 2-3-09 Supporting the full life cycle of rich open educational resources with a learning experience platform"
Bente Nørgaard,"Aalborg University Aalborg, DenmarkBuilding CapacityWS session 3-2-01 Refining a taxonomy and lexicon for continuing engineering educationPresenter"
Mary Ifeoma Nwanua,"University of Florida, NigeriaGroup-based Learning"
Mauryn Chika Nweke,"University College London, United KingdomPBL in disciplinary contextsDiversity in Engineering Education ExperiencesPresenter"
Abel Nyamapfene,"University College London, United KingdomDiversity in Engineering Education ExperiencesPresenterSIG Workshop 1-06 Staff Capacity Building for Educating Socially Responsible Engineers: Considerations Related to Culture and EmotionPresenter"
Michael O'Connell,"Chalmers University of Technology, SwedenWS session 2-2-07 Re-imagining engineering education through solving interdisciplinary course design challenges"
Louise O'Gorman,"Atlantic Technological University, IrelandEthics and Sustainability in Engineering ProgrammesPresenter"
Edward Obbard,"University of New South Wales, AustraliaSustainability in Technical Disciplines"
Ademola Odunsi,"UCL, United KingdomGroup-based LearningPresenterWS Session 4-10 Addressing issues related to running and assessment of group work in engineering educationPresenter"
A. Virgílio M. Oliveira,"Coimbra Institute of Engineering, PortugalEngineering Skills: Thinking, Acting and Feeling"
Jordi Olivella-Nadal,"Universitat Politècnica de Catalunya, UPC, SpainTools to support learning in Interdisciplinary ChallengesPresenter"
Stefano Olivieri,"MathWorks, ItalyWS Session 4-12 Sponsor WS (MathWorks) AI in the Classroom: A Tool for Lecturers or a New Discipline?Presenter"
Chalak Omar,"University of Sheffield, United KingdomCritical approaches in Project based learningSimulations in Engineering Education"
Björn Oskarsson,"Linköping University, SwedenCritical approaches in Project based learning"
Sofie Otto,"Aalborg University, DenmarkWS session 2-2-06 Epistemic Lenses for Designing Instruction and Supervision in the Age of Generative Artificial Intelligence: An Adaptive Gameful Approach to Higher Education PedagogyPresenter"
Rebekah Oulton,"California Polytechnic State University, San Luis Obispo, United States of AmericaArts-based Education of Acting, Thinking and Feeling"
Lewis Owen,"The University of Sheffield, United KingdomTools to support learning in Interdisciplinary Challenges"
Geir Egil Dahle Øien,"NTNU Norwegian University of Science and Technology, NorwayWS Session 4-07 Establishing centra for engineering education development – sharing experiencesPresenter"
Cristina P. Caridade,"Polytechnique University of Coimbra - IPC/ISEC, PortugalMathematics and Real world dataMathematics Innovations"
Pragashni Padayachee,University of Cape TownMathematics in Transition into UniversityPresenter
Jamie Paik,"EPFL, SwitzerlandPBL in disciplinary contextsPresenter"
Akshara Parul,"KU Leuven, BelgiumMathematics InnovationsPresenter"
Ashlee Pearson,"Faculty of Engineering, University of Sydney, AustraliaWS session 2-3-07 A National Approach to Supporting an Expanded Focus on Human and Social Context in Engineering"
Joao Pego,Universidade PortoOnline and Onsite Learning
Birgit Pepin,"Eindhoven University of Technology, the NetherlandsMathematics Innovations"
Esther Perea Borobio,"Imperial College London, United KingdomPoster session (incl. refreshment break)SIG Workshop 1-03 Sorting skills: curriculum profiles and the forthcoming SEFI handbook"
Anne Peters,"KTH Royal Institute of Technology, SwedenWS session 3-2-07 What more can I/we do? Exploring the potential of humor and activism for accelerating educational transformation"
Ina Peters,Technische Universität BerlinDeveloping Engineering EducatorsPresenterTeaching Responsible EngineeringPresenter
Declan Phillips,"University of Limerick, IrelandEducating the Whole EngineerPresenterPBL in disciplinary contexts"
Gavin Phillips,"Maastricht University, Netherlands, TheLearning and Testing in Mathematics"
Louise Therese Pick,"School of Mechanical and Aerospace Engineering, Queens University Belfast, United Kingdom;Queen's University Belfast, United KingdomCurriculum DevelopmentPresenterEngineering Skills: Thinking, Acting and Feeling"
Yvan Pigeonnat,"PerForm, Grenoble INP, Université Grenoble Alpes, FranceEthics Learning Activities"
Manuela Piñeros Rodríguez,"École Polytechnique Fédérale de Lausanne (EPFL), SwitzerlandGroup-based LearningPresenter"
Manuela Pineros-Rodriguez,"EPFL, SwitzerlandOnline and Onsite Learning"
Clément Pit-Claudel,"EPFL, SwitzerlandTeaching Engineering Skills"
Núria Pla-Garcia,"Universitat Politècnica de Catalunya · BarcelonaTech, SpainEngagement and Disengagement"
Sarah Plumb,"The University of Sheffield, United KingdomNew Teachers of EngineeringPresenter"
Leonardo Pollettini Marcos,"School of Engineering Education, Purdue University, United States of AmericaCompetences across the curriculumPresenter"
Madeline Polmear,"King's College London, United KingdomSIG Workshop 1-06 Staff Capacity Building for Educating Socially Responsible Engineers: Considerations Related to Culture and EmotionPresenterWS session 2-2-05 Securing fellowships for engineering education research"
Päivi Porras,"LAB University of Applied Sciences, FinlandReflection, Metacognition and Life Long LearningPresenter"
Danny Bøgsted Poulsen,"Aalborg University, DenmarkTeaching and Learning with Digital Tools"
Prajish Prasad,"FLAME University, India.WS session 2-2-08 Teaching Engineering Ethics in the Disciplines: Strategies to integrate ethics into the classroom"
Roseidys C.M. Primera,"University of Twente, Netherlands, TheCurriculum RedesignPresenter"
Robert Noel Prince,"University of Johannesburg, South AfricaMathematics in Transition into UniversityPresenter"
Cecile Gerwel Proches,Graduate School of Business & Leadership (GSB&L)Curriculum Redesign
Shenfan Qian,"School of Public Afairs, Zhejiang University, Hangzhou, ChinaArts-based Education of Acting, Thinking and Feeling"
José Carlos Quadrado,ENAEE;ENTER;ISEL;ISRC/ISEPSIG Workshop 1-08 Empowering Engineering Education: Tools and Strategies for International AccreditationPresenter
Araceli Queiruga-Dios,"Universidad de Salamanca, Spain;Universidad de Salamanca, Salamanca, SpainMathematics and Real world dataPresenterMathematics and Real world dataPresenterMathematics and Real world data"
Marián Queiruga-Dios,"Universidad Francisco de Vitoria, SpainMathematics and Real world data"
Michael Quilligan,"University of Limerick, IrelandEducating the Whole EngineerPBL in disciplinary contextsPresenter"
Nina Qvistgaard,"DTU, DenmarkTools to support learning in Interdisciplinary Challenges"
Arkadi Rafalovich,"Tel Aviv University, IsraelWS session 2-3-11 Utilizing Home Experiment Kits for Hybrid Learning MethodologyPresenter"
Roi Raich,"Tel Aviv University, IsraelWS session 2-3-11 Utilizing Home Experiment Kits for Hybrid Learning MethodologyPresenter"
Jaakko Rajala,"Tampere University, FinlandTeaching Engineering Skills"
Vivek Ramachandran,"University College London, United Kingdom;UCLEthics and Sustainability in Engineering ProgrammesPresenterWS session 2-2-08 Teaching Engineering Ethics in the Disciplines: Strategies to integrate ethics into the classroomPresenter"
Santhanu Ramanandan,"EPFL, SwitzerlandEthics Learning Activities"
Javier Ruiz Ramírez,"Miguel Hernández University of Elche, SpainEngineering Skills: Thinking, Acting and Feeling"
Esther Real,"Department of Civil and Environmental Engineering, Universitat Politècnica de Catalunya (BarcelonaTECH)Teaching for Inclusivity in Engineering programmes"
Elizabeth Rees,"DTU, DenmarkInclusivity & BelongingPresenter"
Hamza Remmal,"EPFL, SwitzerlandPoster session (incl. refreshment break)Presenter"
Kathinka Rijk,"Eindhoven University of TechnologyWS Session 4-08 Exploring DEI in teacher professional development in engineering education: What, How, and Why?Presenter"
Shannon A Rios,"The University of Melbourne, AustraliaBuilding CapacityPresenter"
Kate Roach,"University College London, United KingdomEthics and Sustainability in Engineering Programmes"
Lourdes Rodero-de-Lamo,"Department of Statistics and Operational Research, Universitat Politecnica de Catalunya, Barcelona, SpainTeaching Engineering Skills"
David Rodriguez,"Icam site de Toulouse, FranceGenerative AI and LLMsPresenter"
Monika Roeling,"TU Delft, Netherlands, ThePerspectives on Sustainability in Engineering EducationPresenter"
Knut Bjørkli Rolstad,"NTNU, NorwayLearning and Testing in MathematicsPresenter"
Lisa Romkey,"University of Toronto, CanadaWell-being & Care"
Lisanne Roseboom,"Delft University of Technology, The NetherlandsDeveloping Engineering EducatorsPresenter"
Marco Rossi,MathWorksTeaching Responsible EngineeringPresenter
Valentina Rossi,"EPFL, Switzerland;École polytechnique fédérale de Lausanne (EPFL), Switzerland;The Swiss Federal Institute of Technology (EPFL)Sustainability and Curriculum InnovationsPresenterWS session 2-2-11 Archimedean Oath: A reflection tool for responsible engineersPresenterWS session 2-3-04 Transversal skills that promote sustainability -> an experiential activity for engineering studentsPresenterWS session 3-3-11 Creating experiential activities to teach transversal skills in your course with a backward design templatePresenter"
Liisa Ilona Routaharju,"LUT university, Finland;South-Eastern Finland University of Applied Sciences (Xamk), FinlandInnovations in Curriculum ModelsPresenterPerspectives on Sustainability in Engineering EducationPresenter"
Henrik Routhe,"Aalborg University, DenmarkAttractiveness Systems for Engineering PathwaysPresenter"
Siegfried Rouvrais,IMT AtlantiqueCurriculum RedesignWS session 2-3-05 Codesigning an expedition semester around Europe for future responsible engineersPresenter
Kieran Ruane,"Munster Technological University, IrelandLearning in Virtual and Augmented Realities"
Peter Ruijten-Dodoiu,"Eindhoven University of Technology, The NetherlandsBuilding Thinking CapacityPresenterWS session 3-3-06 Strengthening Student Learning: From Outcome-based to Process-based LearningPresenter"
Terence Ryan,"University of Limerick, IrelandPBL in disciplinary contexts"
Rola Saad,"Department of Electronic and Electrical Engineering, University of Sheffield, United KingdomEngineering Skills: Thinking, Acting and FeelingPresenter"
Lotta Saarikoski,"VAMK, Vaasa University of Applied Sciences, FinlandLearning in Virtual and Augmented RealitiesPresenter"
Sameer Sahasrabudhe,"Indian Institute of Technology, Gandhinagar, India;IIT Gandhinagar, IndiaSocially Responsible DesignTransversal Skills Learning"
Muath Salim,"University of Texas at Tyler, United States of AmericaAI in Engineering Education"
Carolyn Sandison,"University of Wollongong, Australia;Faculty of Engineering and Information Sciences, University of Wollongong, Wollongong, AustraliaGenerative AI and LLMsWS session 3-3-07 Evaluating and transforming you and your colleagues’ assessments in an age of generative AI"
Tibor Sándor,"Budapest University of Technology and Economics, HungaryCredentials, Competences and Life Long LearningMathematics InnovationsPresenter"
María Jesús Santos Sánchez,"Universidad de Salamanca, Spain;Universidad de Salamanca, Salamanca, SpainMathematics and Real world dataPresenterMathematics and Real world dataPresenterMathematics and Real world data"
Zane Emilija Sarma,"Riga Technical University, LatviaSocially Responsible DesignPresenter"
Krista Speicher Sarraf,"California Polytechnic State University, San Luis Obispo, United States of AmericaArts-based Education of Acting, Thinking and FeelingPresenter"
Ditte Strunge Sass,"Technical University of Denmark, DenmarkWS session 3-3-08 Game On: Inclusivity in STEM teacher training through interactive playPresenter"
Alfa Satya Putra,"Purdue University, USAMetacognition and Reflection in  Engineering EducationPresenter"
Gillian Saunders-Smits,"Delft University of Technology, the NetherlandsAttracting Students to STEM EducationPresenter"
Sylvia Schädlich,"Hochschule Ruhr West, University of Applied Sciences, GermanyMetacognition and Reflection in  Engineering Education"
Johannes Schleiss,"Otto von Guericke University Magdeburg, GermanyAI in Engineering EducationPresenterPerspectives on AIPresenterPerspectives on AIPresenter"
Matthias Schmidt,"Leibnitz University, GermanyTransversal Skills Learning"
Ben Schultz,"RWTH Aachen University, GermanyPerspectives on AI"
Ole Schultz,"DTU, DenmarkEngagement and DisengagementPresenter"
Curt Schurgers,"Center for Project-Based Learning, ETH Zurich, Switzerland;Electrical and Computer Engineering Department, UC San Diego, California, USAPBL in Practice"
Silvan Schwaller,FİGESTeaching Responsible Engineering
Alan Seatwo,"UCL, United KingdomGroup-based LearningPresenterWS Session 4-10 Addressing issues related to running and assessment of group work in engineering educationPresenter"
Maria Serodio,"ESTIEM, PortugalAttractiveness Systems for Engineering PathwaysPresenter"
Hamed Seyyedhosseinzadeh,"University of Texas at Tyler, United States of AmericaAI in Engineering Education"
Aarezo Sha,"University of Twente, Netherlands, TheInnovations in Curriculum Models"
Fatemeh Shahbazi,"University of Warwick, United KingdomEngineering Skills: Thinking, Acting and FeelingPresenter"
Qinglan Shan,"Microsystems Laboratory, Ecole Polytechnique Fédérale de Lausanne (EPFL), Switzerland;Professorship for Learning Sciences and Higher Education, ETH Zurich, SwizerlandLearning in Virtual and Augmented RealitiesPresenter"
Corrinne Shaw,"University of Cape Town, South AfricaGender and Engineering Experiences"
Christina Sheley,"Cornell University, United States of AmericaSocial and Human Sciences in Engineering EducationPresenter"
Julian Charles Shillcock,"Ecole polytechnique fédérale de Lausanne, SwitzerlandSimulations in Engineering EducationPresenter"
Rhythima Shinde,"The Engineering and Design Institute- London (TEDI London), United KingdomSustainability and Curriculum InnovationsPresenter"
Vida Shokati,"Åbo Akademi University, FinlandLearning in Virtual and Augmented RealitiesPresenter"
Aysha Siddika,"Islamic University of Technology, BangladeshBuilding Thinking Capacity"
Justin Siefker,"UCL, United KingdomGroup-based LearningPresenterWS Session 4-10 Addressing issues related to running and assessment of group work in engineering educationPresenter"
Sari Silalahi,"Del Institute of Technology, IndonesiaWS session 2-3-05 Codesigning an expedition semester around Europe for future responsible engineers"
Andrew Sill,Australian Nuclear Science and Technology OrganisationSustainability in Technical Disciplines
Santiago Silvestre,"Universitat Politècnica de Catalunya (UPC), SpainCognition and Metacognition"
Cristina Simarro,"Universitat Politècnica de Catalunya, SpainAttracting Students to STEM EducationPresenter"
Denise Rutledge Simmons,"University of Florida, Nigeria;University of Florida, United States of AmericaGroup-based LearningPresenterSupporting DiversityPresenter"
Zach Simpson,"University of Johannesburg, South AfricaMathematics in Transition into UniversityPresenter"
Janneke Sluijs,"The Hague University of Applied Sciences, The NetherlandsPoster session (incl. refreshment break)"
Christopher J. M. Smith,Glasgow Caledonian UniversityInner and Outer Sustainable DevelomentPresenterSIG Workshop 1-07 Needs of students and educators for effective organization of continuing engineering educationPresenterBuilding CapacityPresenterSocially Responsible DesignPresenterWS session 3-2-01 Refining a taxonomy and lexicon for continuing engineering educationPresenter
Lelanie Smith,"Faculty of Engineering, Built Environment and IT, University of Pretoria, South AfricaCurriculum DevelopmentPresenter"
Adriana Maria Smith Ortiz,"University of Warwick, United KingdomMetacognition and Reflection in  Engineering EducationPresenter"
Alfredo Soeiro,"AECEF, PortugalOnline and Onsite LearningPresenter"
Tiina Soininen,"Karelia University of Applied Sciences, FinlandCredentials, Competences and Life Long Learning"
Yuanyuan Song,"Tsinghua University, China, People's Republic ofCurriculum DevelopmentPresenter"
Sheryl Sorby,"University of Cincinnati, United States of AmericaInclusivity & BelongingPresenter"
Risto Soukka,"LUT university, FinlandInnovations in Curriculum ModelsPerspectives on Sustainability in Engineering Education"
Basile Spaenlehauer,"École Polytechnique fédérale de Lausanne (EPFL), SwitzerlandWS session 2-3-09 Supporting the full life cycle of rich open educational resources with a learning experience platform"
Sascha Spikic,"Hasselt University, Hasselt, BelgiumNew Teachers of Engineering"
Jeremiah Spillane,"Munster Technological University, IrelandLearning in Virtual and Augmented Realities"
Matthias Spirig,"Switch, SwitzerlandWS session 3-3-12 Sponsor WS (Switch) Videos in education and researchPresenter"
Gintarė Stankevičiūtė,"Kaunas University of Technology, LithuaniaCritical approaches in Project based learning"
Brad Stappenbelt,"University of Wollongong, AustraliaGenerative AI and LLMs"
Rainer Stark,"Industrial Information Technology, TU Berlin, GermanyPBL in Practice"
Sebastian Stober,"Otto von Guericke University Magdeburg, GermanyPerspectives on AIPerspectives on AI"
Christian Stöhr,"Chalmers University of Technology, SwedenBuilding Capacity"
Scott Strachan,"University of Strathclyde, ScotlandWS session 3-2-06 The learning station model: Co-creation with students and stakeholders as a practice for knowing, thinking,feeling, and doingPresenter"
Johannes Strobel,"University of Texas at El Paso, United States of AmericaResilience & Emotional Capabilities"
Melanie Studer,"Ecole Polytechnique Fédérale de Lausanne, SwitzerlandArts-based Education of Acting, Thinking and FeelingPresenter"
Sami Suhonen,"Tampere University of Applied Sciences, FinlandPoster session (incl. refreshment break)Presenter"
Keith Sunderland,Technical University DublinOnline and Onsite Learning
Julia Sundman,"School of Engineering, Aalto University, FinlandCredentials, Competences and Life Long LearningPresenter"
István Szabó,"National Council of Student Research SocietiesCredentials, Competences and Life Long Learning"
Maria Szalmáné Csete,"Budapest University of Technology and Economics, HungaryCognition and Metacognition"
Brigitta Szilágyi,"Budapest University of Technology and Economics, Hungary;Corvinus University of Budapest Budapest, Hungary;MTA–ELTE Theory of Learning Mathematics Research GroupCredentials, Competences and Life Long LearningMathematics Innovations"
Maija Taka,"School of Engineering, Aalto University, FinlandCredentials, Competences and Life Long LearningWS session 2-2-07 Re-imagining engineering education through solving interdisciplinary course design challenges"
David Tanner,"School of Engineering, University of Limerick, IrelandAttracting Students to STEM Education"
Alex Tarchini,"MathWorks, ItalyWS Session 4-12 Sponsor WS (MathWorks) AI in the Classroom: A Tool for Lecturers or a New Discipline?"
Tauno Tepsa,"Lapland UAS, FinlandPerspectives on AI"
Alfred Joseph Thekkiniyath,"University of Sheffield, United KingdomTeaching Engineering Skills"
Kathrin Thiele,"Ostfalia University of Applied Sciences applied Sciences, Faculty of Mechanical EngineeringSIG Workshop 1-11 AI and ICT Integration in Mathematics Engineering Education: Enhancing Learning and TeachingPresenterTeaching and Learning with Digital Tools"
Matthew Thompson,"The Engineering & Design Institute London, United KingdomTeaching DesignPresenter"
Gareth Thomson,"ASTON University, UK;Aston University, Birmingham, UKCognition and MetacognitionSIG Workshop 1-10 Curriculum development and emerging curriculum models in engineeringWS Session 4-06 Engineering education research: Reviewing jounral manuscripts fairly, constructively and effectivelyPresenter"
Frederik Bode Thorbensen,"Aalborg University, DenmarkTeaching and Learning with Digital Tools"
Trond Morten Thorseth,"Departmen of Physics, NTNU - Norwegian University of Science and Technology, NorwayEthics Learning ActivitiesPresenter"
Emanuela Tilley,"University College London, United Kingdom;UCL Centre for Engineering Education, United KingdomEthics and Sustainability in Engineering ProgrammesSIG Workshop 1-10 Curriculum development and emerging curriculum models in engineering"
Marc Tilly,"IPhiG, Université Grenoble Alpes, FranceEthics Learning ActivitiesPresenter"
Mircea Tobosaru,National University of Science and Technology Politehnica BucharestSIG Workshop 1-09 Eager to further develop the field of engineering ethics education?
Akrimar Tongkaew,Technical University of DenmarkInclusivity & BelongingPresenter
Raja Toqeer,"University of Sheffield, United KingdomCritical approaches in Project based learningPresenterSIG Workshop 1-08 Empowering Engineering Education: Tools and Strategies for International AccreditationTeaching Engineering Skills"
Roland Tormey,"Ecole polytechnique fédérale de Lausanne (EPFL), Switzerland;EPFL, SwitzerlandEducating the Whole EngineerSIG Workshop 1-09 Eager to further develop the field of engineering ethics education?PresenterTeaching for Inclusivity in Engineering programmesPresenter"
Miquel Torrent,"Department of Fluid Mechanics, Universitat Politecnica de Catalunya, Terrassa, SpainTeaching Engineering Skills"
Francesc Torres,"Universitat Politècnica de Catalunya (UPC), SpainCognition and MetacognitionPresenter"
Michael Trikic,"The University of Sheffield, United KingdomInclusivity & BelongingPresenter"
Fiona Truscott,"Centre for Engineering Education, UCL, United Kingdom;Centre for Engineering Education (CEE), University College London (UCL), UKCurriculum DevelopmentPresenterGroup-based LearningPresenterSIG Workshop 1-05 Enacting our values - Steps towards a more sustainable and inclusive SEFI communityPresenterWS Session 4-10 Addressing issues related to running and assessment of group work in engineering educationPresenter"
Jonathan Truslove,"Engineers Without Borders UK, United KingdomCurriculum RedesignPresenterWS session 2-2-11 Archimedean Oath: A reflection tool for responsible engineersPresenterWS session 3-2-03 Skills-based workshop for educators navigating a Volatile, Uncertain, Complex and Ambiguous world using recently co-created toolsPresenter"
Nicole Truter,"Nelson Mandela Univeristy, South AfricaSupporting Diversity"
Jennifer Tygret,"Illinois College, United States of AmericaDiversity in Engineering Education ExperiencesPresenter"
Matias Urenda Moris,"Uppsala University Uppsala, SwedenBuilding CapacityWS session 3-2-01 Refining a taxonomy and lexicon for continuing engineering educationPresenter"
Heli Väätäjä,"Lapland University of Applied Sciences, FinlandCredentials, Competences and Life Long LearningPresenterSIG Workshop 1-07 Needs of students and educators for effective organization of continuing engineering educationPresenter"
Madhu Vadali,"IIT Gandhinagar, IndiaTransversal Skills Learning"
Sanni Väisänen,"LUT university, FinlandInnovations in Curriculum ModelsPerspectives on Sustainability in Engineering Education"
Ana Valencia,"Eindhoven University of Technology, The NetherlandsBuilding Thinking CapacityWS session 3-3-06 Strengthening Student Learning: From Outcome-based to Process-based Learning"
Andrew Valentine,"The Univeristy of Melbourne, AustraliaTheorising to Practicing in DEI"
Pierre-Olivier Vallès,"Ecole Polytechnique Fédérale de Lausanne, SwitzerlandWS session 3-2-10 Beyond “Just play with it!”: A rubric to help teachers design Jupyter notebooks for instructional efficiency"
Karlis Valtins,"Riga Technical University, LatviaSocially Responsible DesignPresenter"
Melanie van Berkum,"Wageningen University & Research, Netherlands, TheCompetences across the curriculumPresenter"
Maartje van den Bogaard,"The University of Texas at El PasoWS session 2-3-03 Engineering education research: Writing for publicationPresenterWS Session 4-06 Engineering education research: Reviewing jounral manuscripts fairly, constructively and effectivelyPresenter"
Maartje Van den Bogaard,"University of Texas at El Paso, United States of AmericaResilience & Emotional CapabilitiesPresenter"
Lynn Van den Broeck,"KU Leuven, BelgiumReflection, Metacognition and Life Long LearningPresenterReflection, Metacognition and Life Long LearningWS session 3-2-12 Lifelong learning as an engineering educator: A hands-on co-creation exercise to enhance engineering students’ lifelong learning competenciesPresenter"
Leo van den Burg,"TU Delft, Netherlands, ThePerspectives on Sustainability in Engineering Education"
Gisou van der Goot,"EPFL, SwitzerlandSustainability and Curriculum Innovations"
Naomi van der Kolk,"The Hague University of Applied Sciences, The NetherlandsPoster session (incl. refreshment break)"
Jan van der Veen,Eindhoven University of TechnologyWS session 2-3-12 Ingredients for professional development of engineering educators
Sjoerd Van Dommelen,"Delft University of technology, Netherlands, TheWS session 3-2-05 Actively engaging with a code of conduct to foster responsible and inclusive behaviorPresenter"
Joost van Hoevelaak,"The Hague University of Applied Sciences, The NetherlandsPoster session (incl. refreshment break)"
Colette Van Laar,"Ku Leuven, BelgiumBeing and Relating Ethically"
Jan Van Maele,"KU Leuven, Belgium;Katholieke Universiteit LeuvenEducating the Whole EngineerPresenterTheorising to Practicing in DEIWS Session 4-08 Exploring DEI in teacher professional development in engineering education: What, How, and Why?Presenter"
Wout van Mensvoort,"University of Twente, Netherlands, ThePoster session (incl. refreshment break)"
Toon van Waterschoot,"KU Leuven, BelgiumMathematics Innovations"
Charlotte Vandenberghe,"École polytechnique fédérale de Lausanne (EPFL), SwitzerlandWS session 2-2-11 Archimedean Oath: A reflection tool for responsible engineersPresenter"
Olli Varis,"School of Engineering, Aalto University, FinlandCredentials, Competences and Life Long Learning"
Cécilia Vatus,"Icam site de Toulouse, FranceGenerative AI and LLMs"
Jenny Veldman,"Utrecht University, The NetherlandsBeing and Relating Ethically"
Ester Ventura Medina,TU EindhovenSIG Workshop 1-06 Staff Capacity Building for Educating Socially Responsible Engineers: Considerations Related to Culture and Emotion
Esther Ventura-Medina,"Eindhoven University of Technology, the Netherlands;TU Eindhoven, the NetherlandsMathematics InnovationsSIG Workshop 1-01 Kicking off the EER Reading Club -The Handbook of Engineering Research SeriesPresenterWS session 2-3-12 Ingredients for professional development of engineering educatorsWS Session 4-08 Exploring DEI in teacher professional development in engineering education: What, How, and Why?Presenter"
Lisanne Verheij,"University of Twente, Netherlands, TheCurriculum Redesign"
Marie-José Verkroost,"University of Twente, Netherlands, TheCurriculum Redesign"
